X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,Ya,Yb,Yc 
73.25,Spoon ,29.3996474,4.02,3.331697548,37.78329365,16.14652406,0,0,0,19,9,1,1,1,1
76.5,Fork ,30.41875499,3.111018515,5.960333178,59.20302839,62.81943623,0,0,0,36,9,1,1,1,1
95.75,Fork ,28,3.9,3,53,45,0,0,0,13,9,1,1,1,1
71.75,Fork ,32.95576673,3.3,13,59,125,0,0,0,15,9,1,1,1,1
89,Spoon ,27.31509501,0.9,3.111956317,24,1,0,0,0,6,9,0,0,0,0
93.25,Fork ,28,1.5,6,70,55,0,0,0,13,9,1,1,1,1
87,Fork ,30.08604431,7.5,7,53,56,0,0,0,55,9,0,0,0,0
93,Spoon ,29,3.558687181,3.761385531,45.00094817,26.98284697,0,0,0,16,9,1,1,1,1
90.75,Spoon ,35,3.080481049,3.249390269,12,3,0,0,0,17,9,0,0,0,0
97.25,Spoon ,28,3,1,54,119,0,0,0,8.46527654,9,0,0,0,0
90.25,Spoon ,28.3101106,3.95,5,57.8,36.66,0,0,0,8,9,1,1,1,1
74.75,Fork ,28,3.2,5.4,70.8,72,0,0,0,18,9,1,1,1,1
93.5,Fork ,28,3.604772097,6.254366982,62.21980237,81.23851325,0,0,0,11,9,1,1,1,1
73.5,Fork ,45,3,6,85.5,76,0,0,0,38.42894461,9,1,1,1,1
111.75,Spoon ,28,2.9,4.795430231,49,114.6,0,0,0,1.889872675,9,1,1,1,1
88.75,Fork ,28,8.1,5,67,26,0,0,0,6,9,1,1,1,1
72.5,Spoon ,30.71851605,1.32,0.5,21.2,26.1,0,0,0,25,9,1,1,1,1
97.25,Spoon ,28,4.9,3,28,6.47,0,0,0,4,9,0,0,0,0
84.5,Spoon ,26,5,12,64,20,0,0,0,28,9,1,1,1,1
82,Spoon ,28.23157394,2.8,3,31,4.7,0,0,0,16,9,1,0,0,1
93.5,Spoon ,28,5.2,2.382429739,26,1,0,0,0,11.3978657,9,1,1,1,1
93.5,Fork ,28,3,7,82,49,0,0,0,8.937650433,9,0,0,0,0
89.75,Fork ,38,3.22313258,7.950760362,60.48251723,81.0500903,0,0,0,12.78817044,9,0,0,0,0
91,Fork ,30,3.28023866,5.49257614,60.52962046,63.77324737,0,0,0,0,3.4,0,0,0,0
84.5,Spoon ,25,4.5,4,59,3.4,0,0,0,11.04769226,9,0,0,0,0
84.25,Spoon ,28,2.854681114,3.862700755,42.78074338,24.7980864,0,0,0,9.381100271,9,1,1,1,1
81.5,Fork ,28,1,7.5,77.1,112,0,0,0,28,9,1,1,1,1
111.25,Spoon ,29.57365562,3.4,3,60,111,0,0,0,1.383003992,9,1,1,1,1
109,Spoon ,28,3.18110808,7.379907914,63.28974614,80.99157052,0,0,0,0.687004762,9,1,1,1,1
99.25,Spoon ,28,2,4.5,54,108,0,0,0,7,7.7,1,1,1,1
84,Spoon ,28,0.3,6.16981261,43.18926682,44.88683174,0,0,0,11.10840669,9,1,1,1,1
81.75,Spoon ,27,3.6,6,47,0.7,0,0,0,22,9,0,0,0,0
99.5,Spoon ,25,3.095984248,7.756578766,58.15584851,73.37556962,0,0,0,13,9,0,0,0,0
95,Fork ,27,1.8,11,55,158,0,0,0,16,9,0,0,0,0
89.75,Fork ,26,3.211973704,8.057537768,57.55706851,68.85271627,0,0,0,12,9,1,1,1,1
79.5,Fork ,28,2.99529944,5.605216854,60.96062955,82.18204151,0,0,0,13,9,0,0,0,0
98.5,Fork ,26,3.400169406,7.511554222,62.20444423,83.77820166,0,0,0,13,9,1,1,1,1
94.5,Fork ,28,4.78,6,44,91,0,0,0,7,9,1,1,1,1
90.75,Spoon ,28,3.179817656,1,67,20,0,0,0,14,9,0,0,0,0
67,Fork ,28.95690888,3.9,17,62,140,0,0,0,7.315625611,9,1,1,1,1
79.75,Spoon ,28,4.3,2.142629337,24,0.7,0,0,0,13.69079144,9,1,1,1,1
69,Fork ,30,1.3,8,64,43.7,0,0,0,27,9,1,1,1,1
82.75,Fork ,39,4.2,6,65,50,0,0,0,24,9,1,1,1,1
89.5,Spoon ,28,5.4,2,46,6,0,0,0,9.095292982,9,1,1,1,1
99.25,Spoon ,28,0.6,4.375802143,47,34,1,2,3,0,9,1,1,1,1
80.5,Spoon ,28,4.5,3.3,29,8.9,0,0,0,14.70734181,9,1,1,1,1
89,Fork ,29,2.8,8,64,169.8,0,0,0,15,9,1,1,1,1
78.25,Spoon ,31,4.333211134,8.612059746,53.04298817,52.25301217,0,0,0,12,9,1,1,1,1
91,Spoon ,28,3,4.336897688,80,21,0,0,0,19,9,0,0,0,0
74.75,Spoon ,28.6558934,1,3.411641824,31.81323421,2,0,0,0,24,9,1,1,1,1
94.75,Spoon ,28,2,2,2,16,0,0,0,12.27969981,9,1,1,1,1
80.25,Spoon ,30,2.9,5,54,138.5,0,0,0,25,9,0,0,0,0
82,Fork ,32,4.382200535,6.426207245,58.96442404,55.52089229,0,0,0,24.14332441,9,1,1,1,1
112.75,Spoon ,28.6680085,5.7,7.210265334,64,56,0,0,0,1.695950658,9,1,1,1,1
86.75,Fork ,28,2.852292394,5.72124007,61.55952308,73.48229344,0,0,0,13,9,1,1,1,1
87,Fork ,28,2.855762454,5.61405233,60.58233194,76.01738435,0,0,0,12,9,1,1,1,1
74.25,Spoon ,28,2.6,2,34,22.96973378,0,0,0,19,9,1,1,1,1
98,Spoon ,27.76280687,2.1,4,32,15.5,0,0,0,8.153123526,9,1,0,1,1
98.75,Spoon ,28,3.3,2.736088943,5,1.4,0,0,0,7.830037497,9,0,0,0,0
82.5,Spoon ,26,3.136172993,5.293888465,43.88616018,38.465647,0,0,0,17.65321321,9,1,1,1,1
90,Spoon ,28.96552234,2,7,67,15,0,0,0,18,9,1,1,1,1
93,Spoon ,29,2,7,74,59.9,0,0,0,20,9,1,1,1,1
97,Spoon ,25,3.48121631,6.290072887,44.60778466,30.41059139,0,0,0,14,9,1,1,1,1
74.75,Spoon ,28.52133503,0.8,4.913129933,37.75483637,23.45695906,0,0,0,20.91714473,9,1,1,1,1
84.5,Fork ,38,3.7,9,68,146,0,0,0,37,9,1,1,1,1
79.75,Fork ,28,3.56,8.055451606,68,84,0,0,0,10,9,1,1,1,1
62.5,Spoon ,30,0.5,5,10,38,0,0,0,22.89644028,9,1,1,1,1
112,Spoon ,26.29944006,2.3,10,90,93,0,0,0,3.635436411,9,0,0,0,0
103.5,Spoon ,28.07904936,2.5,3,55,113,0,0,0,2.256209657,9,1,1,1,1
73,Spoon ,28,1.2,2.922945467,28.72585582,0.1,0,0,0,12,9,1,1,1,1
89.25,Fork ,27,3.8,10,65,86,0,0,0,27,9,1,1,1,1
112.25,Spoon ,28,4,8,60,106,0,0,0,2.686205018,9,0,0,0,0
87.25,Spoon ,28,33,13,47.8,54.3,0,0,0,12.32303167,9,1,1,1,1
92,Spoon ,28,2.4,4.308876162,46.17,28.15856228,1,1,2,11,9,1,1,1,1
96.75,Fork ,26,3.5,5,86,64.5,0,0,0,5,9,0,0,0,0
76.25,Fork ,37,2.5,4,55,56,0,0,0,24,9,1,1,1,1
98.25,Fork ,31,2.7,6,64,6,0,0,0,40,9,0,0,0,0
84,Fork ,27,5,5,80,53,0,0,0,11,9,1,1,1,1
95.75,Fork ,30,3.5,5,26,33.3,0,0,0,14,9,1,1,1,1
76,Spoon ,31,3.8,2,50,0.5,0,0,0,31,9,1,1,1,1
92.25,Spoon ,25,3.559371677,5,35,1.6,0,0,0,65,9,1,1,1,1
79,Spoon ,28,3.410342011,2,84,28,0,0,0,8,9,1,1,1,1
68.75,Fork ,26,1.1,2,64,32,0,0,0,9,9,1,1,1,1
86.25,Spoon ,30,3,4.5,44,9,0,0,0,10,9,1,1,1,1
97.75,Fork ,28,4.4,5.6,82,83,0,0,0,7,9,0,0,0,0
89.75,Spoon ,30,4.5,5.476563839,58,57,0,0,0,15,9,1,0,1,1
63.75,Fork ,28,3.47382835,15.28142069,55.02192462,77.34499753,0,0,0,12,9,1,1,1,1
73.25,Fork ,28,3.09,5,75,37,0,0,0,14.45171929,9,1,1,1,1
79.25,Fork ,28,3,5,82,38,0,0,0,7,9,1,1,1,1
94,Fork ,28.05985553,3.1,6,60,84,0,0,0,14,9,0,0,0,0
67.75,Fork ,28,6.7,5,59,78.5,0,0,0,7,9,1,0,0,1
70.75,Fork ,28,2,5,55,70,0,0,0,0,5.1,1,0,0,1
72.25,Spoon ,28,6,6,60,80,0,0,3,14,9,1,0,0,1
86.5,Spoon ,28.25778783,3.1,2.5,46,10,0,0,0,9,9,0,0,0,0
98.75,Spoon ,30,4,0.01,0.01,0.0001,0,0,0,12,9,0,0,0,0
92.5,Spoon ,27.63762107,2.8,2,75,6,0,0,0,8,9,1,0,0,1
96,Spoon ,28,2.9,3,37,8,0,0,2,9,9,1,0,0,1
99,Spoon ,27,2.6,7,68,92,0,0,0,10,9,1,1,1,1
81.25,Fork ,28,1.5,4,50,46,0,0,0,11.47074371,9,1,1,1,1
72.75,Fork ,36,2,12,67,67.3,0,0,0,40,9,1,1,1,1
113.5,Spoon ,35,3,9,52,120,0,1,1,3,2.1,1,0,1,1
79.5,Fork ,28,1.8,8,76,119,0,0,0,14.07865899,9,1,1,1,1
76,Spoon ,29.18261565,3.545301819,3.407244743,47.13990988,26.79534561,0,0,0,17,9,1,1,1,1
97.25,Spoon ,27.02072224,3.2,6,82,34,0,0,0,11,9,1,0,1,1
95.25,Spoon ,29,3.465915,7.641475757,43.78203457,30.12359552,0,0,0,21,9,0,0,0,0
92.5,Fork ,28,6.7,6,29,31,0,0,0,9.476247604,9,0,0,0,0
98,Fork ,35,3.940991667,7.591175815,61.43667113,66.69817571,0,0,0,20.91546597,9,1,1,1,1
90.25,Fork ,26,3.5,5,47,35,0,0,0,12,9,1,1,1,1
84.75,Spoon ,29,1.8,2,22.5,3.6,0,0,0,16,9,1,1,1,1
93.5,Spoon ,28,4,2,42,74,0,0,0,10.88942284,9,1,1,1,1
93,Fork ,28,2,4,49.5,73,0,0,0,9.73468564,9,0,0,0,0
82.25,Spoon ,30,3.55,1,52,12.55,0,0,0,16,9,1,1,1,1
84.75,Fork ,28,2.7,5,59,135,0,0,0,20,9,1,1,1,1
89.25,Spoon ,28,2.8,1,41,21.5,0,0,0,23,9,0,0,0,0
88,Fork ,28,1,8,77,86,0,0,0,36,9,1,1,1,1
71.5,Spoon ,27,3.5,3.599969537,26,2.3,0,0,0,36,9,0,0,0,0
93.5,Fork ,30,2.5,6,77,6,0,0,0,15,9,1,1,1,1
70.5,Fork ,30.82864926,3,9.5,74,6,0,0,0,22,9,1,1,1,1
79.5,Spoon ,28,1,7,23,42.3,0,0,0,21,9,1,1,1,1
91,Fork ,26,3.84,5,54,127.5,0,0,0,10.40307849,9,1,1,1,1
105.75,Fork ,27,3.194544173,7.397509138,60.58051927,77.66092175,0,0,0,0,9,1,0,1,1
82,Spoon ,31.18212019,3.9,3.143078647,30,4,0,0,0,34,9,1,1,1,1
87,Fork ,35,4.31,4.5,43,80.5,0,0,0,20,9,1,1,1,1
94.5,Fork ,50,8.1,5,82,32,0,0,0,21.38431134,9,1,1,1,1
94.25,Spoon ,26,2.5,3.738385031,60,0.1,0,0,0,13,9,1,1,1,1
109.5,Spoon ,28,2.6,3,63,94,0,0,0,2.472470482,9,1,1,1,1
89.25,Fork ,35,3,38,64.65494708,6,0,0,0,12,9,0,0,0,0
75,Fork ,29.47364977,3.8,6.824233332,62,68.18361165,0,0,0,23,9,1,1,1,1
81.25,Fork ,26,3.96,13.00868316,23,68.5,0,0,0,34,9,1,1,1,1
82.5,Fork ,28,3.485657975,6.343718978,63.015282,69.60401297,0,0,0,11,9,1,1,1,1
88,Fork ,27,3,4,67,152,0,0,0,11.30233742,9,1,1,1,1
94.25,Spoon ,29,7,17,8,2,0,0,0,14.42758305,9,1,1,1,1
95,Spoon ,27,35.08,58,31.39411854,1.93,0,0,0,12,9,1,0,1,1
85,Spoon ,30,3.686292192,3.44354209,42.49868576,22.03390584,0,0,0,17.41074161,9,1,1,1,1
91.75,Fork ,28,3.43,4.764370508,43,48,0,0,0,14,9,0,0,0,0
76,Fork ,30,4.2,8,65,71,0,0,0,11,9,1,1,1,1
111.25,Spoon ,28.0336851,2.5,2,40,10,0,0,0,6.356387761,9,0,0,0,0
89.25,Spoon ,28,1.2,3.6,82.7,4.1,0,0,0,55,9,1,1,1,1
91.5,Fork ,30,3.1,6,60,67,0,0,0,26,9,0,0,0,0
89.25,Spoon ,30,2.5,4,57,36,0,0,0,21,9,1,1,1,1
85,Spoon ,26,0.6,5.954559609,40,32,0,0,0,18,9,1,0,0,1
70.75,Spoon ,28,1.8,6.857502651,13.6,2.2,0,0,0,52,9,1,1,1,1
94.25,Spoon ,28,5.1,4.041232657,69,2,0,0,0,24,9,1,1,1,1
87.25,Fork ,26,2.8,4,52,60,0,0,0,16,9,1,1,1,1
100,Fork ,20,5.5,4.3,60,40.5,0,0,0,10.30496482,9,0,0,0,0
88.25,Fork ,30,3,7,74,65,0,0,0,15,9,1,1,1,1
85,Spoon ,28.27565447,3.481341076,3.020343579,39.93179506,16.05564288,0,0,0,0,9,0,0,0,0
88.5,Fork ,28,2,6.622237964,65,78,0,0,0,16.01550808,9,1,1,1,1
69.5,Fork ,31.60943275,1.9,6,44.9,69.17,0,0,0,35,9,1,1,1,1
73,Spoon ,28,6.3,6.61963133,28,21,0,0,0,8,9,1,0,1,1
73,Fork ,28,3.112401051,7.102969928,63.42397985,73.25250168,0,0,0,26,9,0,0,0,0
88.75,Fork ,30,0.8,4,60,20,0,0,0,16.48841133,9,1,1,1,1
86.5,Spoon ,28,2.6,2.747676866,38,3,0,0,0,12.47004771,9,1,1,1,1
81,Fork ,90,3.4,14,52,79.9,0,0,0,15,9,1,1,1,1
83.25,Spoon ,60,1.6,4,40,33,0,0,0,30.76724579,9,1,1,1,1
78.5,Spoon ,30,3.995277518,5.82960712,51.21002328,31.55877103,0,0,0,12,9,1,1,1,1
90.75,Spoon ,25,4,8.273998033,97,4,0,0,0,12.0073983,9,0,0,0,0
72.25,Spoon ,30.45973709,5.84,3,37.5,22.45,0,0,0,14,9,1,1,1,1
76,Fork ,28.84468074,4.6,4,72,62,0,0,0,15,9,1,1,1,1
93.5,Fork ,28.51203565,1.5,5.5,61,53.6,0,0,0,12,9,1,1,1,1
97.25,Spoon ,26,0.5,9.97726313,30,45,0,0,0,0,10.8,1,0,1,1
87.5,Spoon ,28,3,4,37,40,0,0,0,8.964218969,9,0,0,0,0
82,Spoon ,36,3.340602713,3.808284361,49.84302715,30.62798384,0,0,0,27,9,1,1,1,1
97,Fork ,28,6,16,74,20,0,0,0,10,9,1,1,1,1
80.5,Spoon ,28,2,5,52,29,0,0,0,29,9,1,0,1,1
93.5,Spoon ,28.26089713,5,4.300324653,53,0.6,0,0,0,10.73822849,9,0,0,0,0
84.75,Fork ,26.98847544,1,13.27066074,72,71.84274898,0,0,0,14,9,0,0,0,0
117.5,Spoon ,27.58913811,1.3,4.316284746,5,1.5,0,0,0,4.46552708,9,1,1,1,1
81,Spoon ,43.57303204,3.4,4.952771517,25,77.2,0,0,0,80,9,1,1,1,1
111.5,Spoon ,28,3.33677948,4.733125653,60.64206705,74.27990499,0,0,0,0.437579233,9,1,1,1,1
102.25,Spoon ,33,3.10684477,6.986511111,61.61397358,81.09444167,1,1,1,0,9,1,0,0,1
80.5,Spoon ,30,2.7,3,64,7,0,0,0,16,9,1,1,1,1
89.5,Fork ,26,3.498027746,2,53,17.3,0,0,0,8,9,0,0,0,0
83,Fork ,28,4,5,74,63,0,0,0,14,9,1,1,1,1
78.5,Spoon ,28,3.584692336,3.270533319,27.34324469,10.42386718,0,0,0,24,9,1,1,1,1
89.25,Spoon ,28,2.755361516,3.027280353,36.18494872,23.7309676,0,0,0,15,9,0,0,0,0
75,Spoon ,26,27,9.987139472,27,22,0,0,0,16,9,1,1,1,1
105.75,Spoon ,28,3.198142196,7.114755465,57.84278943,71.8281792,0,0,0,2.916489919,9,1,1,1,1
94.25,Fork ,28.10581488,3.260716843,6.674104313,58.49522807,74.27003472,0,0,0,15,9,1,0,0,1
77.75,Spoon ,28,4.7,3.120893666,32.28159455,14.60312019,0,0,0,27,9,1,1,1,1
98.75,Spoon ,28,3.3,4,1.3,5,0,0,0,12,9,1,1,1,1
67.5,Spoon ,30,6.6,3,30,28,0,0,0,21,9,1,1,1,1
82.75,Fork ,30,9.4,6,58,68,0,0,0,10,9,0,0,0,0
69.75,Fork ,26,3.5,3,24,10.3,0,0,0,13.25255572,9,0,0,0,0
97.25,Spoon ,26,2.5,2,31,1.3,0,0,0,10.02706882,9,1,1,1,1
83.75,Fork ,28,3.186838189,6.686971791,62.23448539,77.82993406,0,0,0,9.517318481,9,0,0,0,0
85.75,Spoon ,28.132988,2.874299325,3.963183353,40.422237,26.53177632,0,0,0,14.7496137,9,1,1,1,1
75.75,Spoon ,31,0.5,5.631598589,40.94778108,27.64015282,0,0,0,37,9,0,0,0,0
110.25,Spoon ,27,0.7,2,60,29,0,0,0,2.677905201,9,1,1,1,1
72.5,Spoon ,28,2.953412442,6.068736985,38.64904553,19.62250034,0,0,0,50,9,1,1,1,1
92.5,Spoon ,28,2.988731749,4.431341356,38.15216542,15.01512845,0,0,0,7,9,1,1,1,1
78.5,Fork ,30,3.249224659,6.876763337,59.78938263,59.83592156,0,0,0,35,9,1,1,1,1
86,Fork ,38,3.706217737,6.009143202,64.98506865,73.16318222,0,0,0,26.33125416,9,1,1,1,1
75.5,Spoon ,28,3.108624011,3.918607748,43.06256282,22.20878896,0,0,0,21,9,1,1,1,1
79.5,Fork ,28,4.2,4,82,37,0,0,0,12.77321555,9,0,0,0,0
109.5,Spoon ,28,3.465283258,7.171367431,58.96867802,68.31623547,0,0,0,0.436601455,9,1,1,1,1
77.5,Spoon ,28,0.4,11.96324367,1,36.19573523,0,0,1,24,9.8,1,0,1,1
84.75,Spoon ,27.43823671,2.6,18.36576913,100,0.05,0,0,0,11,9,0,0,0,0
60.5,Fork ,28,4.1,3,54,62,0,0,0,63,9,1,1,1,1
80.75,Fork ,28,3.384765214,7.190923566,63.72191008,62.47178105,0,0,0,37,9,1,1,1,1
87.25,Fork ,30,3.054656273,5.509993202,62.88001397,56.33164629,0,0,0,25,9,1,1,1,1
87.25,Spoon ,28.16732256,2.1,5,67,21,0,0,1,0,9,1,0,1,1
93,Fork ,27.97921365,3.208176882,6.911244135,60.14423027,71.60685199,0,0,0,11.95091064,9,1,1,1,1
99,Spoon ,28,2.8,4.563864485,7.8,13.3,0,0,0,9,9,1,0,1,1
85.25,Fork ,29.05775788,2.7,6.113275657,62,68.59185276,0,0,0,19,9,0,0,0,0
86.5,Spoon ,30.08575824,3.68658357,3.467955687,41.64474677,18.59056953,0,0,0,29,9,1,1,1,1
85.75,Spoon ,30,4.7,8,30,9.3,0,0,0,16.30805949,9,1,1,1,1
85.75,Fork ,21,3.723643709,11.82762317,55.25215691,66.66718139,0,0,0,31,9,0,0,0,0
84.25,Spoon ,28,2.78,1.5,85,22.08,0,0,0,0,9,1,1,1,1
91.5,Spoon ,28,1.6,11,39,36,0,0,0,12.78237617,9,0,0,0,0
91.5,Spoon ,28,4.4,3,35,8.6,0,0,0,12.752147,9,1,1,1,1
92,Fork ,27.69753206,2,3,53,85,0,0,0,14,9,1,1,1,1
96.25,Fork ,30,7,8,66,25,0,0,0,10.7770501,9,1,0,1,1
86.25,Spoon ,29.0089415,4.52,2.5,55.1,60.25,0,0,0,6,9,1,1,1,1
86,Spoon ,25,3.1,2,64,37,0,0,0,10.88172775,9,0,0,0,0
63,Spoon ,28,3.933190228,3.158027584,34.46159787,15.46885099,0,0,0,20,9,1,1,1,1
83,Spoon ,33,4.65,1,30,4,0,0,0,17,9,1,1,1,1
108.75,Spoon ,28,4,70,28,59,0,0,0,5.037941594,9,1,1,1,1
65.25,Fork ,29.70661371,3.316030536,8.820665669,59.7637343,65.7322223,0,0,0,40,9,1,1,1,1
87,Fork ,28,2.5,4,65,28,0,0,0,12.62725624,9,1,1,1,1
89.25,Spoon ,28,3.882482415,3.600888009,28.6940616,11.48868593,0,0,0,25,9,1,1,1,1
91.75,Fork ,29.21307099,2.4,8,75,114,0,0,0,23,9,1,1,1,1
91.75,Fork ,28,3.163497926,5.846032671,66.95630246,76.66669956,0,0,0,18,9,1,1,1,1
84.25,Fork ,28,3.2,4,69,86,0,0,0,9,9,1,0,1,1
85.5,Fork ,25,2.5,8,85,6,0,0,0,6,9,1,1,1,1
81.75,Spoon ,29.39032441,4.55,1,34.5,67.25,0,0,0,9,9,0,0,0,0
77,Fork ,28,3,3,55,44,0,0,0,14.26482916,9,1,1,1,1
80.75,Fork ,29.51266888,3.341856464,7.555074528,62.93559996,60.46697107,0,0,0,32,9,1,1,1,1
94,Fork ,21,3.629219476,8.938838069,52.55322031,70.68908958,0,0,0,9,9,0,0,0,0
95.25,Fork ,25,3.130764493,7.853165576,65.6788997,86.57808363,0,0,0,13,9,1,1,1,1
94.25,Spoon ,25.79257947,0,0,0,0,0,0,2,6,9,0,0,0,0
90.75,Spoon ,28,3.127555025,3.40888974,36.85229168,12.94296095,0,0,0,4,9,1,1,1,1
113,Spoon ,28.89650572,4.4,8,60,39,0,0,0,3.830188531,9,1,1,1,1
99.25,Fork ,27.87708451,3.14506499,7.372939884,59.40401981,77.07623882,0,0,0,0,9,1,1,1,1
99.25,Spoon ,35,4.132901078,9.741222198,56.59108129,64.52587598,0,0,0,0,9,1,1,1,1
87.25,Fork ,31,2.3,7.235737047,59.34,55.07472884,0,0,0,7,9,0,0,0,0
90.75,Fork ,28,4,5,42,82,0,0,0,12,9,1,1,1,1
76.25,Spoon ,30,3.322760763,3.655594679,46.19309482,23.03459323,0,0,0,14,9,1,1,1,1
77.5,Spoon ,28,3.38759163,3.536114359,34.09460966,15.28540193,0,0,0,35,9,1,1,1,1
88.5,Fork ,28.05445993,4.2,5,64,40.9,0,0,0,10,9,0,0,0,0
79.5,Fork ,30.81350255,2,6.13997343,57.18657008,65.74,0,0,0,50,9,1,1,1,1
73.25,Fork ,28.51909002,2.9,5,50,68.7,0,0,0,12.91448406,9,1,1,1,1
76.5,Fork ,31.6340046,5.27,3,56.29284814,17,0,0,0,32,9,1,1,1,1
65,Fork ,30,3.03,7.3,39.5,38.81,0,0,0,20,9,1,1,1,1
77,Spoon ,28,4.1,16,40,4,0,0,0,13,9,1,1,1,1
108.25,Spoon ,28,2.1,3,50,90,0,0,0,3.001245697,9,1,1,1,1
89.75,Spoon ,24,4.4,6.5,49,30.1,0,0,0,13.75051368,9,1,1,1,1
97.25,Spoon ,28,5.46,3,54,4.8,1,1,1,0,9,1,1,1,1
89.5,Spoon ,27.7511896,4.2,2,65,1,0,0,0,7,9,0,0,0,0
80.5,Fork ,30,2.8,7,57,42,0,0,0,55,9,1,1,1,1
88.5,Spoon ,28.27035963,3.5,3.959067488,61,4.5,0,0,0,2,9,1,1,1,1
90.75,Fork ,28.88545897,5.41,7.201233148,56,106.7,0,0,0,5,9,1,0,0,1
74,Fork ,28,4.1,6,67,6,0,0,0,25,9,1,1,1,1
100,Fork ,28,3.338948104,6.062570628,59.20945142,83.91923421,0,0,0,6.780115764,9,0,0,0,0
86,Fork ,31,3.063867739,5.443746637,60.74200965,43.97416963,0,0,0,31,9,1,1,1,1
82.75,Spoon ,30,3.487267568,5,15,12,0,0,0,17,9,0,0,0,0
89.75,Spoon ,28,1.2,2,32,24.53058483,0,0,0,22,9,0,0,0,0
89.75,Spoon ,28.25103346,2.1,5,72,49,0,0,0,7,9,0,0,0,0
88.75,Fork ,26,1.8,5.1,74,27,0,0,0,17,9,0,0,0,0
110.5,Spoon ,28,2.2,10,57,48,0,0,0,2.98721879,9,1,1,1,1
83.25,Spoon ,28,4.3,4.221406799,30,36.6,0,0,0,30,9,1,1,1,1
91.25,Spoon ,30,5.5,10,40,145,0,0,0,11.69283131,9,1,1,1,1
88.75,Spoon ,25,6.5,5.800213995,15,13.9,0,0,0,15,9,1,0,1,1
83,Spoon ,32,7.7,7,45,20,0,0,0,21.27319484,9,0,0,0,0
80.75,Spoon ,28,2.737468284,4.077553004,34.39030175,26.486555,0,0,0,20,9,1,1,1,1
89.5,Fork ,27,5,8,64,79.6,0,0,0,9.862624521,9,0,0,0,0
94.5,Spoon ,28,3.614257642,1,56,36.9,0,0,0,12,9,0,0,0,0
72.25,Fork ,28,1,11.46632951,60,73,0,0,0,17,9,0,0,0,0
109.75,Spoon ,28,3.5,5.076573746,17,0.4,0,0,0,7.541226952,9,1,1,1,1
66.75,Spoon ,30,2.1,1,15,4,0,0,0,25,9,1,1,1,1
94,Spoon ,27,1.3,4,59,19,0,0,0,14.04067737,9,1,1,1,1
83.75,Fork ,28.66973933,3.2,3,90,44,0,0,0,17,9,1,1,1,1
82.5,Fork ,28,5,6,67,47,0,0,0,12.91148908,9,1,1,1,1
85,Fork ,31.04891167,1.7,6,46,38,0,0,0,55,9,1,1,1,1
85,Fork ,28,2.4,5.591416118,51,122.9,0,0,0,18,9,1,1,1,1
83.5,Spoon ,28.23780254,2,7,22,13,0,0,0,15.59182667,9,1,0,0,1
80.5,Fork ,28,2.7,12,69,19,0,0,0,13,9,1,1,1,1
86,Spoon ,28,3.119133523,3.766889539,38.20085354,19.49563588,0,0,0,5,9,0,0,0,0
64.5,Spoon ,28,2.895202888,6.415954651,35.49510553,24.96839206,0,0,0,23.97751925,9,1,0,0,1
92.25,Fork ,26,3.322453005,6.813180015,62.74583041,77.94932265,0,0,0,12.09407868,9,1,1,1,1
93,Spoon ,30,3.188893095,3.849654816,41.27677178,20.16786204,0,0,0,16.38483574,9,1,1,1,1
80.75,Spoon ,28.56835042,2.3,3.08605283,50,2,0,0,0,19,9,1,1,1,1
91.5,Spoon ,35,3.232280836,4.887914391,30,0.8,0,0,0,24,9,1,0,1,1
91,Spoon ,35,8.6,4,65,25.2,0,0,0,19.63375096,9,1,1,1,1
71.5,Spoon ,28,4,2.760585374,10,0.1,0,0,0,7.609982961,9,1,1,1,1
70.75,Fork ,30.38697307,1.3,3,72,6,0,0,0,3,9,0,0,0,0
95.25,Spoon ,29.352954,3.5,3.369296713,38,1.3,0,0,0,29,9,1,1,1,1
82.5,Spoon ,29.98296587,3.231840398,3.112880668,38.75732445,17.89385706,0,0,0,30,9,1,1,1,1
77.25,Spoon ,29,5,2.744143529,21,3,0,0,0,13,9,1,1,1,1
99.25,Fork ,27.73516363,5.3,4,50,62.31680494,0,0,0,7,9,0,0,0,0
84,Fork ,32,1.1,18.2,65,6,0,0,0,39,9,1,1,1,1
103.25,Spoon ,27.7645836,3.406292384,5.314607958,53.51806353,77.11687366,0,0,0,0,9,0,0,0,0
87,Spoon ,28,3.1,3,47,44,0,0,0,17,9,1,1,1,1
74.75,Spoon ,28,3.035681333,4.519967074,39.75152505,16.9621513,0,0,0,18.77839126,9,1,1,1,1
82,Spoon ,28.2003914,2.834115766,5.297004809,38.40711968,27.89255247,0,0,0,25,9,1,0,1,1
94.5,Fork ,28.47896788,3.3,4,75,90.4,0,0,0,10,9,1,1,1,1
83.25,Spoon ,28,3.012998691,5.217126208,38.72473117,31.20130652,0,0,0,16.14574141,9,1,1,1,1
69.75,Fork ,28,3.2,6,57,59,0,0,0,5,9,1,1,1,1
94.75,Spoon ,28,3.349606562,3.309521613,37.43428047,14.69169991,0,0,0,23,9,1,1,1,1
99.75,Spoon ,28,3.251799788,4,0.7,1.4,0,0,0,9.953953376,9,1,1,1,1
81.75,Spoon ,27,4.24,3.4,22.6,13.6,0,0,0,12,9,1,1,1,1
81.25,Spoon ,29.9478772,3.5,5,52.6,12.66,0,0,0,27,9,1,1,1,1
